Week,Data,Tamponi,Tamponi Tot,Positivi,Positivi Tot,Domicilio,Ricoverati,T.I.,Progressivo,Guariti,Guariti Tot,Deceduti,Deceduti Tot,Contagiati Tot,Crescita
24,07-ago, 59.196   , 7.158.909   , 230   , 12.924   , 12.103   , 779   , 42   , -     , 319   , 201.642   , 3   , 35.190   , 249.756   , 552   
24,08-ago, 53.298   , 7.212.207   , 29   , 12.953   , 12.139   , 771   , 43   , 1   , 305   , 201.947   , 13   , 35.203   , 250.103   , 347   
24,09-ago, 37.637   , 7.249.844   , 310   , 13.263   , 12.455   , 763   , 45   , 2   , 151   , 202.098   , 2   , 35.205   , 250.566   , 463   
25,10-ago, 26.432   , 7.276.276   , 105   , 13.368   , 12.543   , 779   , 46   , 1   , 150   , 202.248   , 4   , 35.209   , 250.825   , 259   
25,11-ago, 40.642   , 7.316.918   , 193   , 13.561   , 12.711   , 801   , 49   , 3   , 213   , 202.461   , 6   , 35.215   , 251.237   , 412   
25,12-ago, 52.658   , 7.369.576   , 230   , 13.791   , 12.959   , 779   , 53   , 4   , 236   , 202.697   , 10   , 35.225   , 251.713   , 476   
25,13-ago, 51.188   , 7.420.764   , 290   , 14.081   , 13.240   , 786   , 55   , 2   , 226   , 202.923   , 6   , 35.231   , 252.235   , 522   
25,14-ago, 46.723   , 7.467.487   , 168   , 14.249   , 13.422   , 771   , 56   , 1   , 403   , 203.326   , 3   , 35.234   , 252.809   , 574   
25,15-ago, 53.123   , 7.520.610   , 157   , 14.406   , 13.587   , 764   , 55   ,-1   , 314   , 203.640   , 158   , 35.392   , 253.438   , 629   
25,16-ago, 36.807   , 7.557.417   , 327   , 14.733   , 13.890   , 787   , 56   , 1   , 146   , 203.786   , 4   , 35.396   , 253.915   , 477   
26,17-ago, 30.666   , 7.588.083   , 134   , 14.867   , 13.999   , 810   , 58   , 2   , 182   , 203.968   , 4   , 35.400   , 254.235   , 320   
26,18-ago, 53.976   , 7.642.059   , 222   , 15.089   , 14.188   , 843   , 58   , -     , 174   , 204.142   , 5   , 35.405   , 254.636   , 401   
26,19-ago, 71.095   , 7.713.154   , 271   , 15.360   , 14.428   , 866   , 66   , 8   , 364   , 204.506   , 7   , 35.412   , 255.278   , 642   
26,20-ago, 77.442   , 7.790.596   , 654   , 16.014   , 15.063   , 883   , 68   , 2   , 180   , 204.686   , 6   , 35.418   , 256.118   , 840   
26,21-ago, 71.996   , 7.862.592   , 664   , 16.678   , 15.690   , 919   , 69   , 1   , 274   , 204.960   , 9   , 35.427   , 257.065   , 947   
26,22-ago, 77.674   , 7.940.266   , 825   , 17.503   , 16.515   , 924   , 64   ,-5   , 243   , 205.203   , 3   , 35.430   , 258.136   , 1.071   
26,23-ago, 67.371   , 8.007.637   , 935   , 18.438   , 17.398   , 971   , 69   , 5   , 267   , 205.470   , 7   , 35.437   , 259.345   , 1.209   
